Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,EVG,EVA1,EVA2,EVPTS,Team.EVPTS,OI.EVGF,OI.EVGA,EVGF.PERC,TEAM.EVGF.PERC,EVGF.PERC.REL,PRIMARY.EVPTS,TEAM.PRIMARY.EVPTS,PERC.TEAM.EVPrPTS,IPP.EV,IPPP.EV
2017-18 | Regular Season,"Jones, Cooper",D,N,"Halifax, Mooseheads",1998-06-09,53,1,1,2,4,504,28,33,0.46,0.51,-0.05,2,370,0.01,0.14,0.07
2017-18 | Regular Season,"Cyr, Mika",F,N,"Moncton, Wildcats",1999-07-14,44,15,4,7,26,390,35,28,0.56,0.48,0.08,19,281,0.07,0.74,0.54
2017-18 | Regular Season,"Crossman, Ethan",F,N,"Acadie-Bathurst, Titan",1999-03-13,66,15,12,3,30,480,47,27,0.64,0.53,0.11,27,345,0.08,0.64,0.57
2017-18 | Regular Season,"Aspirot, Jonathan",D,N,"Moncton, Wildcats",1999-05-16,67,6,6,7,19,390,62,65,0.49,0.48,0.01,12,281,0.04,0.31,0.19
2017-18 | Regular Season,"McKenna, Jeremy",F,N,"Moncton, Wildcats",1999-04-20,68,23,13,15,51,390,64,54,0.54,0.48,0.06,36,281,0.13,0.8,0.56
2017-18 | Regular Season,"MacArthur, Brodie",F,N,"Moncton, Wildcats",1999-04-23,1,0,0,0,0,390,0,0,,0.48,,0,281,0,,
2017-18 | Regular Season,"Gentile, Derek",F,N,"Charlottetown, Islanders",1999-04-09,67,15,14,11,40,365,55,53,0.51,0.51,0,29,272,0.11,0.73,0.53
2017-18 | Regular Season,"Robidoux, Mikael",F,N,"Québec, Remparts",1999-04-17,41,6,5,4,15,370,20,8,0.71,0.53,0.18,11,274,0.04,0.75,0.55
2017-18 | Regular Season,"Huntley, Christian",D,N,"Québec, Remparts",1999-03-02,61,5,5,10,20,370,36,38,0.49,0.53,-0.04,10,274,0.04,0.56,0.28
2017-18 | Regular Season,"Verrette, Etienne",D,N,"Québec, Remparts",1998-12-21,56,1,8,8,17,370,44,32,0.58,0.53,0.05,9,274,0.03,0.39,0.2
2017-18 | Regular Season,"Voyer, Alex-Olivier",F,N,"Rimouski, Océanic",1999-04-10,55,9,8,7,24,434,38,26,0.59,0.53,0.06,17,312,0.05,0.63,0.45
2017-18 | Regular Season,"MacKinnon, Carson",F,N,"Rimouski, Océanic",1999-08-02,65,9,7,9,25,434,33,24,0.58,0.53,0.05,16,312,0.05,0.76,0.48
2017-18 | Regular Season,"D'Astous, Charle-Edouard",D,N,"Rimouski, Océanic",1998-04-21,59,9,9,16,34,434,72,44,0.62,0.53,0.09,18,312,0.06,0.47,0.25
2017-18 | Regular Season,"Girard, Alexis",D,Y,"Saint John, Sea Dogs",1999-12-22,62,3,6,8,17,316,44,60,0.42,0.42,0,9,235,0.04,0.39,0.2
2017-18 | Regular Season,"Trépanier, Maxim",F,N,"Gatineau, Olympiques",1999-05-15,52,9,12,3,24,324,34,32,0.52,0.47,0.05,21,239,0.09,0.71,0.62
2017-18 | Regular Season,"Cormier, Dominic",F,N,"Rimouski, Océanic",1999-07-27,10,1,0,0,1,434,1,1,0.5,0.53,-0.03,1,312,0,1,1
2017-18 | Regular Season,"Forest, Wilson",D,N,"Rimouski, Océanic",1998-03-11,67,1,9,2,12,434,52,40,0.57,0.53,0.04,10,312,0.03,0.23,0.19
2017-18 | Regular Season,"Côté, Louis-Filip",F,N,"Québec, Remparts",1999-05-02,68,10,10,2,22,370,34,24,0.59,0.53,0.06,20,274,0.07,0.65,0.59
2017-18 | Regular Season,"Bibeau, Félix",F,N,"Rouyn-Noranda, Huskies",1999-03-31,61,10,9,9,28,366,42,20,0.68,0.51,0.17,19,268,0.07,0.67,0.45
2017-18 | Regular Season,"Després, Hugo",F,N,"Rouyn-Noranda, Huskies",1999-07-18,35,3,4,4,11,366,18,21,0.46,0.51,-0.05,7,268,0.03,0.61,0.39
2017-18 | Regular Season,"Cyr, William",D,N,"Rouyn-Noranda, Huskies",1999-05-06,65,6,6,6,18,366,46,30,0.61,0.51,0.1,12,268,0.04,0.39,0.26
2017-18 | Regular Season,"Harvey-Pinard, Rafaël",F,N,"Rouyn-Noranda, Huskies",1999-01-06,67,13,19,6,38,366,55,24,0.7,0.51,0.19,32,268,0.12,0.69,0.58
2017-18 | Regular Season,"Naud, Samuel",F,Y,"Rouyn-Noranda, Huskies",1999-10-16,60,3,3,3,9,366,22,26,0.46,0.51,-0.05,6,268,0.02,0.41,0.27
2017-18 | Regular Season,"Diotte, Jérémy",D,N,"Chicoutimi, Saguenéens",1999-06-07,66,1,10,7,18,347,48,38,0.56,0.51,0.05,11,255,0.04,0.38,0.23
2017-18 | Regular Season,"Veleno, Joe",F,Y,"Drummondville, Voltigeurs",2000-01-13,64,12,14,10,36,511,45,43,0.51,0.54,-0.03,26,372,0.07,0.8,0.58
2017-18 | Regular Season,"Paré, Cédric",F,N,"Saint John, Sea Dogs",1999-01-24,60,7,9,6,22,316,42,47,0.47,0.42,0.05,16,235,0.07,0.52,0.38
2017-18 | Regular Season,"Martineau, Vincent",D,N,"Rimouski, Océanic",1999-05-02,10,0,0,2,2,434,6,3,0.67,0.53,0.14,0,312,0,0.33,0
2017-18 | Regular Season,"Reid, Ben",F,N,"Saint John, Sea Dogs",1999-06-04,35,5,4,1,10,316,15,25,0.38,0.42,-0.04,9,235,0.04,0.67,0.6
2017-18 | Regular Season,"Smallwood, Ian",D,N,"Cape Breton, Screaming Eagles",1999-01-22,36,2,2,4,8,379,20,16,0.56,0.46,0.1,4,276,0.01,0.4,0.2
2017-18 | Regular Season,"Lafrenière, Alexandre",F,N,"Saint John, Sea Dogs",1999-05-20,14,1,1,1,3,316,4,7,0.36,0.42,-0.06,2,235,0.01,0.75,0.5
2017-18 | Regular Season,"Leblanc, Samuel",F,N,"Blainville-Boisbriand, Armada",1999-06-18,41,2,2,0,4,447,11,21,0.34,0.53,-0.19,4,328,0.01,0.36,0.36
2017-18 | Regular Season,"Chainey, Jocktan",D,N,"Halifax, Mooseheads",1999-09-08,66,5,7,11,23,504,76,61,0.55,0.51,0.04,12,370,0.03,0.3,0.16
2017-18 | Regular Season,"Cardinal, Tommy",F,N,"Shawinigan, Cataractes",1999-01-14,63,3,1,2,6,343,12,53,0.18,0.47,-0.29,4,250,0.02,0.5,0.33
2017-18 | Regular Season,"Fortin, Jérémy",F,N,"Chicoutimi, Saguenéens",1999-07-09,62,4,5,3,12,347,20,31,0.39,0.51,-0.12,9,255,0.04,0.6,0.45
2017-18 | Regular Season,"Benoit, Simon",D,N,"Shawinigan, Cataractes",1998-09-19,63,2,9,5,16,343,42,74,0.36,0.47,-0.11,11,250,0.04,0.38,0.26
2017-18 | Regular Season,"Senez, Vincent",F,N,"Shawinigan, Cataractes",1998-09-11,48,6,8,7,21,343,29,39,0.43,0.47,-0.04,14,250,0.06,0.72,0.48
2017-18 | Regular Season,"Pouliot, Xavier",D,N,"Chicoutimi, Saguenéens",1998-12-22,52,0,2,2,4,347,26,38,0.41,0.51,-0.1,2,255,0.01,0.15,0.08
2017-18 | Regular Season,"Imbeault, Jason",F,N,"Rimouski, Océanic",1999-01-22,21,4,0,2,6,434,10,6,0.62,0.53,0.09,4,312,0.01,0.6,0.4
2017-18 | Regular Season,"Roy, Nicolas",F,N,"Sherbrooke, Phoenix",1999-05-19,58,2,3,2,7,411,18,17,0.51,0.5,0.01,5,302,0.02,0.39,0.28
2017-18 | Regular Season,"Lampron, Vincent",D,N,"Gatineau, Olympiques",1998-12-09,57,3,3,3,9,324,31,46,0.4,0.47,-0.07,6,239,0.03,0.29,0.19
2017-18 | Regular Season,"Rafuse, Cole",F,N,"Acadie-Bathurst, Titan",1999-01-05,66,7,2,3,12,480,25,29,0.46,0.53,-0.07,9,345,0.03,0.48,0.36
2017-18 | Regular Season,"Cheezo, Adam",F,N,"Val-d'Or, Foreurs",1998-11-02,52,7,10,8,25,310,34,62,0.35,0.43,-0.08,17,225,0.08,0.74,0.5
2017-18 | Regular Season,"Racicot, Médérick",D,N,"Val-d'Or, Foreurs",1999-03-10,61,6,6,2,14,310,45,66,0.41,0.43,-0.02,12,225,0.05,0.31,0.27
2017-18 | Regular Season,"Lafrance, Simon",F,N,"Val-d'Or, Foreurs",1998-10-12,68,16,13,5,34,310,45,32,0.58,0.43,0.15,29,225,0.13,0.76,0.64
2017-18 | Regular Season,"Ouellet, Nicolas",F,N,"Val-d'Or, Foreurs",1999-01-09,54,10,8,5,23,310,36,33,0.52,0.43,0.09,18,225,0.08,0.64,0.5
2017-18 | Regular Season,"Comtois, Maxime",F,N,"Victoriaville, Tigres",1999-01-08,54,31,12,14,57,492,76,32,0.7,0.54,0.16,43,352,0.12,0.75,0.57
2017-18 | Regular Season,"Lefebvre, Simon",F,N,"Sherbrooke, Phoenix",1999-02-03,18,0,0,1,1,411,1,6,0.14,0.5,-0.36,0,302,0,1,0
2017-18 | Regular Season,"Lessard, Antoine",F,N,"Victoriaville, Tigres",1999-01-29,1,0,0,0,0,492,0,0,,0.54,,0,352,0,,
2017-18 | Regular Season,"Meunier, Félix",F,N,"Acadie-Bathurst, Titan",1999-05-27,13,2,0,1,3,480,3,8,0.27,0.53,-0.26,2,345,0.01,1,0.67
2017-18 | Regular Season,"Klima, Kelly",F,N,"Chicoutimi, Saguenéens",1997-06-05,58,13,5,7,25,347,31,40,0.44,0.51,-0.07,18,255,0.07,0.81,0.58
2017-18 | Regular Season,"Klima, Kevin",F,N,"Chicoutimi, Saguenéens",1997-06-05,68,19,18,9,46,347,59,40,0.6,0.51,0.09,37,255,0.15,0.78,0.63
2017-18 | Regular Season,"Manseau, Jérémy",F,N,"Shawinigan, Cataractes",1998-06-08,65,9,12,3,24,343,33,41,0.45,0.47,-0.02,21,250,0.08,0.73,0.64
2017-18 | Regular Season,"Bramwell, Connor",F,N,"Blainville-Boisbriand, Armada",1997-09-04,55,11,11,9,31,511,44,40,0.52,0.54,-0.02,22,372,0.06,0.7,0.5
2017-18 | Regular Season,"Abramov, Vitalii",F,N,"Gatineau, Olympiques",1998-05-08,56,31,30,6,67,324,85,29,0.75,0.47,0.28,61,239,0.26,0.79,0.72
2017-18 | Regular Season,"Somppi, Otto",F,N,"Halifax, Mooseheads",1998-01-12,59,13,23,19,55,504,76,48,0.61,0.51,0.1,36,370,0.1,0.72,0.47
2017-18 | Regular Season,"Miromanov, Daniil",D,N,"Moncton, Wildcats",1997-07-11,38,7,4,4,15,390,31,38,0.45,0.48,-0.03,11,281,0.04,0.48,0.35
2017-18 | Regular Season,"Reginato, Cole",F,N,"Saint John, Sea Dogs",1997-11-23,40,12,7,1,20,316,24,35,0.41,0.42,-0.01,19,235,0.08,0.83,0.79
2017-18 | Regular Season,"Grisé, Alexandre",F,N,"Victoriaville, Tigres",1998-10-02,59,7,4,1,12,492,28,26,0.52,0.54,-0.02,11,352,0.03,0.43,0.39
2017-18 | Regular Season,"Meisenheimer, Samuel",F,N,"Charlottetown, Islanders",1998-01-10,56,7,7,4,18,347,28,23,0.55,0.51,0.04,14,255,0.05,0.64,0.5
2017-18 | Regular Season,"Barbosa, Ryan",D,N,"Halifax, Mooseheads",1998-01-05,38,0,3,0,3,504,9,15,0.38,0.51,-0.13,3,370,0.01,0.33,0.33
2017-18 | Regular Season,"Gardiner, Nolan",F,N,"Baie-Comeau, Drakkar",1998-09-09,8,1,0,0,1,389,2,2,0.5,0.48,0.02,1,282,0,0.5,0.5
2017-18 | Regular Season,"Eastman, Austin",F,N,"Québec, Remparts",1997-05-06,18,1,1,1,3,370,7,8,0.47,0.53,-0.06,2,274,0.01,0.43,0.29
2017-18 | Regular Season,"Blachman, Nicholas",F,N,"Rimouski, Océanic",1998-04-11,8,1,0,0,1,434,1,2,0.33,0.53,-0.2,1,312,0,1,1
2017-18 | Regular Season,"Bernard, Xavier",D,Y,"Drummondville, Voltigeurs",2000-01-06,66,9,4,10,23,511,71,41,0.63,0.54,0.09,13,372,0.03,0.32,0.18
2017-18 | Regular Season,"Abraham, Frédéric",F,Y,"Val-d'Or, Foreurs",2000-07-15,31,1,3,0,4,310,7,13,0.35,0.43,-0.08,4,225,0.02,0.57,0.57
2017-18 | Regular Season,"St-Laurent, Edouard",F,Y,"Baie-Comeau, Drakkar",2000-04-04,61,12,8,2,22,389,29,39,0.43,0.48,-0.05,20,282,0.07,0.76,0.69
2017-18 | Regular Season,"Groulx, Benoit-Olivier",F,Y,"Halifax, Mooseheads",2000-02-06,68,18,12,6,36,504,57,52,0.52,0.51,0.01,30,370,0.08,0.63,0.53
2017-18 | Regular Season,"McIsaac, Jared",D,Y,"Halifax, Mooseheads",2000-03-27,65,4,9,8,21,504,72,67,0.52,0.51,0.01,13,370,0.04,0.29,0.18
2017-18 | Regular Season,"Fortier, Gabriel",F,Y,"Baie-Comeau, Drakkar",2000-02-06,66,15,11,8,34,389,46,46,0.5,0.48,0.02,26,282,0.09,0.74,0.57
2017-18 | Regular Season,"Bouchard, Xavier",D,Y,"Baie-Comeau, Drakkar",2000-02-28,65,3,7,4,14,389,49,70,0.41,0.48,-0.07,10,282,0.04,0.29,0.2
2017-18 | Regular Season,"Dobson, Noah",D,Y,"Acadie-Bathurst, Titan",2000-01-07,67,4,16,16,36,480,76,49,0.61,0.53,0.08,20,345,0.06,0.47,0.26
2017-18 | Regular Season,"Laferrière, Mathias",F,Y,"Cape Breton, Screaming Eagles",2000-06-27,67,4,11,6,21,379,34,47,0.42,0.46,-0.04,15,276,0.05,0.62,0.44
2017-18 | Regular Season,"Houde, Samuel",F,Y,"Chicoutimi, Saguenéens",2000-03-08,54,9,6,3,18,347,30,33,0.48,0.51,-0.03,15,255,0.06,0.6,0.5
2017-18 | Regular Season,"Element, Shawn",F,Y,"Baie-Comeau, Drakkar",2000-04-23,62,5,7,2,14,389,20,37,0.35,0.48,-0.13,12,282,0.04,0.7,0.6
2017-18 | Regular Season,"MacDonald, Anderson",F,Y,"Moncton, Wildcats",2000-05-16,58,16,7,5,28,390,40,60,0.4,0.48,-0.08,23,281,0.08,0.7,0.57
2017-18 | Regular Season,"Mathieu, Olivier",F,Y,"Québec, Remparts",2000-02-25,66,5,6,4,15,370,18,26,0.41,0.53,-0.12,11,274,0.04,0.83,0.61
2017-18 | Regular Season,"Coxhead, Andrew",F,Y,"Québec, Remparts",2000-04-11,68,7,6,4,17,370,29,22,0.57,0.53,0.04,13,274,0.05,0.59,0.45
2017-18 | Regular Season,"Desruisseaux, Cédric",F,Y,"Drummondville, Voltigeurs",2000-03-03,64,19,8,11,38,511,48,28,0.63,0.54,0.09,27,372,0.07,0.79,0.56
2017-18 | Regular Season,"Alain, Marc-Olivier",D,Y,"Québec, Remparts",2000-07-06,21,0,0,0,0,370,2,5,0.29,0.53,-0.24,0,274,0,0,0
2017-18 | Regular Season,"MacKinnon, Evan",F,Y,"Sherbrooke, Phoenix",2000-03-02,62,6,2,6,14,411,24,26,0.48,0.5,-0.02,8,302,0.03,0.58,0.33
2017-18 | Regular Season,"Henman, Luke",F,Y,"Blainville-Boisbriand, Armada",2000-04-29,61,5,10,11,26,447,36,21,0.63,0.53,0.1,15,328,0.05,0.72,0.42
2017-18 | Regular Season,"Arsenault, Alexis",D,Y,"Rouyn-Noranda, Huskies",2000-05-17,65,6,4,3,13,366,43,29,0.6,0.51,0.09,10,268,0.04,0.3,0.23
2017-18 | Regular Season,"D'Amours, Anthony",D,Y,"Rimouski, Océanic",2000-03-22,53,1,1,2,4,434,22,17,0.56,0.53,0.03,2,312,0.01,0.18,0.09
2017-18 | Regular Season,"Desgagnés, Mathieu",F,Y,"Chicoutimi, Saguenéens",2000-04-13,42,7,2,2,11,347,21,17,0.55,0.51,0.04,9,255,0.04,0.52,0.43
2017-18 | Regular Season,"Tardif, Benjamin",F,Y,"Sherbrooke, Phoenix",2000-01-24,68,14,8,6,28,411,39,39,0.5,0.5,0,22,302,0.07,0.72,0.56
2017-18 | Regular Season,"Desmarais, Guillaume",F,N,"Drummondville, Voltigeurs",2000-12-11,28,5,1,2,8,511,14,7,0.67,0.54,0.13,6,372,0.02,0.57,0.43
2017-18 | Regular Season,"Marcotty, Félix-Antoine",F,N,"Chicoutimi, Saguenéens",2000-12-17,59,10,7,7,24,347,34,17,0.67,0.51,0.16,17,255,0.07,0.71,0.5
2017-18 | Regular Season,"Lavoie, Raphaël",F,N,"Halifax, Mooseheads",2000-09-25,68,25,13,7,45,504,66,53,0.55,0.51,0.04,38,370,0.1,0.68,0.58
2017-18 | Regular Season,"Larose, Nathan",D,N,"Saint John, Sea Dogs",2000-09-24,64,5,2,5,12,316,44,57,0.44,0.42,0.02,7,235,0.03,0.27,0.16
2017-18 | Regular Season,"McQuaid, Chris",D,Y,"Gatineau, Olympiques",2000-01-01,68,5,4,4,13,366,45,45,0.5,0.51,-0.01,9,268,0.03,0.29,0.2
2017-18 | Regular Season,"Denny, Leon",D,Y,"Shawinigan, Cataractes",2000-01-02,60,1,3,3,7,343,32,59,0.35,0.47,-0.12,4,250,0.02,0.22,0.12
2017-18 | Regular Season,"Denis, Gabriel",F,N,"Shawinigan, Cataractes",2000-11-06,66,10,7,10,27,343,39,55,0.41,0.47,-0.06,17,250,0.07,0.69,0.44
2017-18 | Regular Season,"Doyon, Nathaniel",F,Y,"Charlottetown, Islanders",2000-01-13,50,1,2,3,6,365,11,24,0.31,0.51,-0.2,3,272,0.01,0.55,0.27
2017-18 | Regular Season,"Paré, Félix",F,Y,"Victoriaville, Tigres",2000-03-28,51,0,1,2,3,492,11,18,0.38,0.54,-0.16,1,352,0,0.27,0.09
2017-18 | Regular Season,"Théorêt, Frédérik",F,Y,"Shawinigan, Cataractes",2000-01-08,49,1,0,4,5,343,13,22,0.37,0.47,-0.1,1,250,0,0.38,0.08
2017-18 | Regular Season,"Samson, Mathieu",F,N,"Shawinigan, Cataractes",2000-11-26,36,0,1,3,4,343,7,18,0.28,0.47,-0.19,1,250,0,0.57,0.14
2017-18 | Regular Season,"Ducharme, Justin",F,Y,"Acadie-Bathurst, Titan",2000-02-22,53,11,6,5,22,480,27,24,0.53,0.53,0,17,345,0.05,0.81,0.63
2017-18 | Regular Season,"Bourret, Olivier",F,Y,"Cape Breton, Screaming Eagles",2000-01-18,63,6,6,2,14,379,33,46,0.42,0.46,-0.04,12,276,0.04,0.42,0.36
2017-18 | Regular Season,"Imbeault, Anthony",F,N,"Shawinigan, Cataractes",2000-10-13,26,4,3,0,7,343,12,24,0.33,0.47,-0.14,7,250,0.03,0.58,0.58
2017-18 | Regular Season,"Crête-Belzile, Olivier",D,Y,"Sherbrooke, Phoenix",2000-09-02,67,3,6,1,10,411,46,39,0.54,0.5,0.04,9,302,0.03,0.22,0.2
2017-18 | Regular Season,"Villeneuve, Gabriel",D,Y,"Chicoutimi, Saguenéens",2000-04-12,42,3,2,1,6,347,21,25,0.46,0.51,-0.05,5,255,0.02,0.29,0.24
2017-18 | Regular Season,"McCormick, Adam",D,Y,"Cape Breton, Screaming Eagles",2000-06-25,67,6,4,6,16,379,55,65,0.46,0.46,0,10,276,0.04,0.29,0.18
2017-18 | Regular Season,"Massie, Noah",D,N,"Charlottetown, Islanders",1999-07-07,44,0,3,3,6,365,22,21,0.51,0.51,0,3,272,0.01,0.27,0.14
2017-18 | Regular Season,"Campbell, Isiah",F,N,"Cape Breton, Screaming Eagles",2000-12-07,61,6,10,3,19,379,26,30,0.46,0.46,0,16,276,0.06,0.73,0.62
2017-18 | Regular Season,"Havlena, Kyle",D,Y,"Blainville-Boisbriand, Armada",2000-06-15,44,2,2,0,4,447,15,21,0.42,0.53,-0.11,4,328,0.01,0.27,0.27
2017-18 | Regular Season,"Plamondon, Yohan",F,Y,"Saint John, Sea Dogs",2000-02-02,20,1,2,1,4,310,8,13,0.38,0.43,-0.05,3,225,0.01,0.5,0.38
2017-18 | Regular Season,"Bolduc, Samuel",D,N,"Blainville-Boisbriand, Armada",2000-12-09,57,2,3,8,13,447,38,25,0.6,0.53,0.07,5,328,0.02,0.34,0.13
2017-18 | Regular Season,"Bergeron, Justin",D,Y,"Rouyn-Noranda, Huskies",2000-09-14,67,8,4,6,18,366,39,40,0.49,0.51,-0.02,12,268,0.04,0.46,0.31
2017-18 | Regular Season,"Caron, Thomas",F,Y,"Québec, Remparts",2000-08-29,14,0,1,1,2,370,4,6,0.4,0.53,-0.13,1,274,0,0.5,0.25
2017-18 | Regular Season,"Hudson, Jacob",F,N,"Moncton, Wildcats",2000-12-02,64,5,6,2,13,390,21,35,0.38,0.48,-0.1,11,281,0.04,0.62,0.52
2017-18 | Regular Season,"Roelens, Metis",F,Y,"Gatineau, Olympiques",2000-07-21,59,4,3,7,14,324,25,25,0.5,0.47,0.03,7,239,0.03,0.56,0.28
2017-18 | Regular Season,"Boudrias, Karl",D,Y,"Rimouski, Océanic",2000-04-01,60,2,3,4,9,310,29,61,0.32,0.43,-0.11,5,225,0.02,0.31,0.17
2017-18 | Regular Season,"MacLellan, Ryan",D,Y,"Cape Breton, Screaming Eagles",2000-02-03,31,0,4,0,4,379,14,24,0.37,0.46,-0.09,4,276,0.01,0.29,0.29
2017-18 | Regular Season,"Cyr-Trottier, Nathan",F,Y,"Val-d'Or, Foreurs",2000-01-21,64,0,2,2,4,310,10,23,0.3,0.43,-0.13,2,225,0.01,0.4,0.2
2017-18 | Regular Season,"Hinam, Tyler",F,N,"Rouyn-Noranda, Huskies",1999-05-27,58,8,10,6,24,366,29,32,0.48,0.51,-0.03,18,268,0.07,0.83,0.62
2017-18 | Regular Season,"Dicaire, Derek",F,N,"Baie-Comeau, Drakkar",1999-08-18,24,1,3,3,7,389,9,15,0.38,0.48,-0.1,4,282,0.01,0.78,0.44
2017-18 | Regular Season,"Laframboise, Jérémy",F,Y,"Québec, Remparts",2000-01-04,65,4,4,1,9,370,17,17,0.5,0.53,-0.03,8,274,0.03,0.53,0.47
2017-18 | Regular Season,"Thibeault, Benjamin",D,Y,"Victoriaville, Tigres",2000-03-20,25,0,0,0,0,492,8,10,0.44,0.54,-0.1,0,352,0,0,0
2017-18 | Regular Season,"Baker, Jarrett",D,N,"Drummondville, Voltigeurs",2000-09-19,60,3,12,4,19,511,54,36,0.6,0.54,0.06,15,372,0.04,0.35,0.28
2017-18 | Regular Season,"Fortin, Philippe",D,Y,"Val-d'Or, Foreurs",2000-01-13,24,1,1,0,2,310,3,8,0.27,0.43,-0.16,2,225,0.01,0.67,0.67
2017-18 | Regular Season,"Couture, Alexandre",F,Y,"Val-d'Or, Foreurs",2000-04-22,67,2,4,10,16,310,24,53,0.31,0.43,-0.12,6,225,0.03,0.67,0.25
2017-18 | Regular Season,"Ianniciello, Samuel",F,Y,"Rouyn-Noranda, Huskies",2000-08-02,45,1,0,1,2,366,8,11,0.42,0.51,-0.09,1,268,0,0.25,0.12
2017-18 | Regular Season,"Collin, Maxime",F,Y,"Blainville-Boisbriand, Armada",2000-01-25,55,7,1,3,11,447,14,18,0.44,0.53,-0.09,8,328,0.02,0.79,0.57
2017-18 | Regular Season,"McGrath, Kyle",F,N,"Cape Breton, Screaming Eagles",1999-04-16,33,3,2,0,5,379,7,17,0.29,0.46,-0.17,5,276,0.02,0.71,0.71
2017-18 | Regular Season,"Casey, Thomas",F,Y,"Charlottetown, Islanders",2000-04-10,60,8,3,1,12,365,21,24,0.47,0.51,-0.04,11,272,0.04,0.57,0.52
2017-18 | Regular Season,"Ouellet, Edouard",F,Y,"Victoriaville, Tigres",2000-01-14,54,5,4,4,13,492,19,16,0.54,0.54,0,9,352,0.03,0.68,0.47
2017-18 | Regular Season,"Dignard, Carl-Olivier",F,N,"Drummondville, Voltigeurs",2000-10-05,28,2,2,0,4,511,6,3,0.67,0.54,0.13,4,372,0.01,0.67,0.67
2017-18 | Regular Season,"Plamondon, Alex",F,Y,"Shawinigan, Cataractes",1999-10-14,58,10,3,4,17,343,22,30,0.42,0.47,-0.05,13,250,0.05,0.77,0.59
2017-18 | Regular Season,"Mason, Kevin",F,Y,"Saint John, Sea Dogs",2000-01-12,25,2,2,1,5,316,10,13,0.43,0.42,0.01,4,235,0.02,0.5,0.4
2017-18 | Regular Season,"Savinsky, Hugo",D,Y,"Baie-Comeau, Drakkar",2000-01-18,44,1,1,5,7,389,25,21,0.54,0.48,0.06,2,282,0.01,0.28,0.08
2017-18 | Regular Season,"Demers, Antoine",F,N,"Shawinigan, Cataractes",1999-04-14,67,11,9,7,27,343,38,61,0.38,0.47,-0.09,20,250,0.08,0.71,0.53
2017-18 | Regular Season,"Proulx, Gabriel",F,N,"Cape Breton, Screaming Eagles",1999-03-24,57,4,4,13,21,379,28,32,0.47,0.46,0.01,8,276,0.03,0.75,0.29
2017-18 | Regular Season,"Ouellet, Zachary",D,Y,"Rouyn-Noranda, Huskies",1999-10-26,31,1,1,0,2,366,9,10,0.47,0.51,-0.04,2,268,0.01,0.22,0.22
2017-18 | Regular Season,"Tourigny, Félix-Antoine",F,Y,"Rouyn-Noranda, Huskies",2000-02-02,7,0,0,0,0,366,1,1,0.5,0.51,-0.01,0,268,0,0,0
2017-18 | Regular Season,"Dubois-Tiberghen, Simon",D,Y,"Shawinigan, Cataractes",2000-03-16,51,3,6,1,10,343,32,28,0.53,0.47,0.06,9,250,0.04,0.31,0.28
2017-18 | Regular Season,"Drolet, Félix-Antoine",D,Y,"Acadie-Bathurst, Titan",2000-05-20,58,1,2,4,7,480,25,26,0.49,0.53,-0.04,3,345,0.01,0.28,0.12
2017-18 | Regular Season,"Lapointe, Yann-Félix",D,N,"Sherbrooke, Phoenix",1999-06-30,56,4,6,2,12,411,40,45,0.47,0.5,-0.03,10,302,0.03,0.3,0.25
2017-18 | Regular Season,"MacPhee, Ian",F,N,"Rouyn-Noranda, Huskies",1999-03-28,18,0,0,0,0,366,2,3,0.4,0.51,-0.11,0,268,0,0,0
2017-18 | Regular Season,"Giguère, Charles-Antoine",F,N,"Blainville-Boisbriand, Armada",1999-05-03,53,5,2,3,10,447,19,26,0.42,0.53,-0.11,7,328,0.02,0.53,0.37
2017-18 | Regular Season,"Haché, Olivier-Luc",F,N,"Rouyn-Noranda, Huskies",2000-10-04,21,0,1,1,2,366,5,2,0.71,0.51,0.2,1,268,0,0.4,0.2
2017-18 | Regular Season,"Marleau, Vincent",F,N,"Rouyn-Noranda, Huskies",1999-07-05,67,5,6,5,16,366,26,34,0.43,0.51,-0.08,11,268,0.04,0.62,0.42
2017-18 | Regular Season,"Dadadzhanov, Renat",D,N,"Shawinigan, Cataractes",1999-06-13,55,0,5,2,7,343,35,56,0.38,0.47,-0.09,5,250,0.02,0.2,0.14
2017-18 | Regular Season,"Malatesta, Domenic",F,N,"Acadie-Bathurst, Titan",1999-07-09,45,1,4,6,11,480,17,15,0.53,0.53,0,5,345,0.01,0.65,0.29
2017-18 | Regular Season,"Fox, Casey",F,N,"Moncton, Wildcats",1998-10-14,27,2,0,0,2,390,3,8,0.27,0.48,-0.21,2,281,0.01,0.67,0.67
2017-18 | Regular Season,"Gaudreau, Adam",D,Y,"Victoriaville, Tigres",1999-12-28,24,0,1,1,2,492,10,2,0.83,0.54,0.29,1,352,0,0.2,0.1
2017-18 | Regular Season,"Hudgin, Nathan",F,N,"Drummondville, Voltigeurs",1997-11-29,57,14,11,6,31,511,42,47,0.47,0.54,-0.07,25,372,0.07,0.74,0.6
2017-18 | Regular Season,"Chekhovich, Ivan",F,N,"Baie-Comeau, Drakkar",1999-01-04,65,17,14,6,37,389,49,44,0.53,0.48,0.05,31,282,0.11,0.76,0.63
2017-18 | Regular Season,"Koltygin, Pavel",F,N,"Drummondville, Voltigeurs",1999-02-17,64,16,11,8,35,511,52,26,0.67,0.54,0.13,27,372,0.07,0.67,0.52
