Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,PPG,PPA1,PPA2,PPPTS,PRIMARY.PPPTS,PERC.PPPTS,PERC.TEAM.PPPTS
2017-18 | Regular Season,"Grisé, Alexandre",F,N,"Victoriaville, Tigres",1998-10-02,59,1,1,0,2,2,0.12,0.01
2017-18 | Regular Season,"Meisenheimer, Samuel",F,N,"Charlottetown, Islanders",1998-01-10,56,2,3,2,7,5,0.27,0.04
2017-18 | Regular Season,"Barbosa, Ryan",D,N,"Halifax, Mooseheads",1998-01-05,38,0,0,0,0,0,0,0
2017-18 | Regular Season,"Gardiner, Nolan",F,N,"Baie-Comeau, Drakkar",1998-09-09,8,0,0,0,0,0,0,0
2017-18 | Regular Season,"Eastman, Austin",F,N,"Québec, Remparts",1997-05-06,18,0,0,0,0,0,0,0
2017-18 | Regular Season,"Blachman, Nicholas",F,N,"Rimouski, Océanic",1998-04-11,8,0,0,0,0,0,0,0
2017-18 | Regular Season,"Bernard, Xavier",D,Y,"Drummondville, Voltigeurs",2000-01-06,66,2,4,4,10,6,0.29,0.06
2017-18 | Regular Season,"Abraham, Frédéric",F,Y,"Val-d'Or, Foreurs",2000-07-15,31,1,0,0,1,1,0.17,0.01
2017-18 | Regular Season,"St-Laurent, Edouard",F,Y,"Baie-Comeau, Drakkar",2000-04-04,61,2,1,1,4,3,0.15,0.02
2017-18 | Regular Season,"Groulx, Benoit-Olivier",F,Y,"Halifax, Mooseheads",2000-02-06,68,8,2,5,15,10,0.27,0.09
2017-18 | Regular Season,"McIsaac, Jared",D,Y,"Halifax, Mooseheads",2000-03-27,65,4,11,6,21,15,0.45,0.13
2017-18 | Regular Season,"Fortier, Gabriel",F,Y,"Baie-Comeau, Drakkar",2000-02-06,66,7,3,10,20,10,0.34,0.11
2017-18 | Regular Season,"Bouchard, Xavier",D,Y,"Baie-Comeau, Drakkar",2000-02-28,65,0,2,5,7,2,0.33,0.04
2017-18 | Regular Season,"Dobson, Noah",D,Y,"Acadie-Bathurst, Titan",2000-01-07,67,11,7,11,29,18,0.42,0.14
2017-18 | Regular Season,"Laferrière, Mathias",F,Y,"Cape Breton, Screaming Eagles",2000-06-27,67,8,4,8,20,12,0.49,0.1
2017-18 | Regular Season,"Houde, Samuel",F,Y,"Chicoutimi, Saguenéens",2000-03-08,54,7,1,6,14,8,0.44,0.09
2017-18 | Regular Season,"Element, Shawn",F,Y,"Baie-Comeau, Drakkar",2000-04-23,62,4,0,0,4,4,0.21,0.02
2017-18 | Regular Season,"MacDonald, Anderson",F,Y,"Moncton, Wildcats",2000-05-16,58,11,4,2,17,15,0.38,0.09
2017-18 | Regular Season,"Mathieu, Olivier",F,Y,"Québec, Remparts",2000-02-25,66,3,3,0,6,6,0.29,0.03
2017-18 | Regular Season,"Coxhead, Andrew",F,Y,"Québec, Remparts",2000-04-11,68,2,1,0,3,3,0.12,0.02
2017-18 | Regular Season,"Desruisseaux, Cédric",F,Y,"Drummondville, Voltigeurs",2000-03-03,64,5,0,3,8,5,0.17,0.04
2017-18 | Regular Season,"Alain, Marc-Olivier",D,Y,"Québec, Remparts",2000-07-06,21,0,0,0,0,0,,0
2017-18 | Regular Season,"MacKinnon, Evan",F,Y,"Sherbrooke, Phoenix",2000-03-02,62,1,1,2,4,2,0.22,0.02
2017-18 | Regular Season,"Henman, Luke",F,Y,"Blainville-Boisbriand, Armada",2000-04-29,61,3,9,7,19,12,0.4,0.09
2017-18 | Regular Season,"Arsenault, Alexis",D,Y,"Rouyn-Noranda, Huskies",2000-05-17,65,0,0,0,0,0,0,0
2017-18 | Regular Season,"D'Amours, Anthony",D,Y,"Rimouski, Océanic",2000-03-22,53,0,0,0,0,0,0,0
2017-18 | Regular Season,"Desgagnés, Mathieu",F,Y,"Chicoutimi, Saguenéens",2000-04-13,42,1,3,0,4,4,0.27,0.03
2017-18 | Regular Season,"Tardif, Benjamin",F,Y,"Sherbrooke, Phoenix",2000-01-24,68,0,0,1,1,0,0.03,0.01
2017-18 | Regular Season,"Desmarais, Guillaume",F,N,"Drummondville, Voltigeurs",2000-12-11,28,0,0,0,0,0,0,0
2017-18 | Regular Season,"Marcotty, Félix-Antoine",F,N,"Chicoutimi, Saguenéens",2000-12-17,59,1,0,3,4,1,0.14,0.03
2017-18 | Regular Season,"Lavoie, Raphaël",F,N,"Halifax, Mooseheads",2000-09-25,68,4,9,4,17,13,0.27,0.11
2017-18 | Regular Season,"Larose, Nathan",D,N,"Saint John, Sea Dogs",2000-09-24,64,0,1,1,2,1,0.14,0.02
2017-18 | Regular Season,"McQuaid, Chris",D,Y,"Gatineau, Olympiques",2000-01-01,68,0,0,1,1,0,0.07,0
2017-18 | Regular Season,"Denny, Leon",D,Y,"Shawinigan, Cataractes",2000-01-02,60,3,2,2,7,5,0.44,0.05
2017-18 | Regular Season,"Denis, Gabriel",F,N,"Shawinigan, Cataractes",2000-11-06,66,1,1,3,5,2,0.16,0.04
2017-18 | Regular Season,"Doyon, Nathaniel",F,Y,"Charlottetown, Islanders",2000-01-13,50,0,0,0,0,0,0,0
2017-18 | Regular Season,"Paré, Félix",F,Y,"Victoriaville, Tigres",2000-03-28,51,0,0,0,0,0,0,0
2017-18 | Regular Season,"Théorêt, Frédérik",F,Y,"Shawinigan, Cataractes",2000-01-08,49,2,1,1,4,3,0.4,0.03
2017-18 | Regular Season,"Samson, Mathieu",F,N,"Shawinigan, Cataractes",2000-11-26,36,0,1,0,1,1,0.2,0.01
2017-18 | Regular Season,"Ducharme, Justin",F,Y,"Acadie-Bathurst, Titan",2000-02-22,53,0,0,0,0,0,0,0
2017-18 | Regular Season,"Bourret, Olivier",F,Y,"Cape Breton, Screaming Eagles",2000-01-18,63,2,1,5,8,3,0.36,0.04
2017-18 | Regular Season,"Imbeault, Anthony",F,N,"Shawinigan, Cataractes",2000-10-13,26,3,2,0,5,5,0.42,0.04
2017-18 | Regular Season,"Crête-Belzile, Olivier",D,Y,"Sherbrooke, Phoenix",2000-09-02,67,0,2,2,4,2,0.25,0.02
2017-18 | Regular Season,"Villeneuve, Gabriel",D,Y,"Chicoutimi, Saguenéens",2000-04-12,42,0,1,0,1,1,0.14,0.01
2017-18 | Regular Season,"McCormick, Adam",D,Y,"Cape Breton, Screaming Eagles",2000-06-25,67,1,15,4,20,16,0.54,0.1
2017-18 | Regular Season,"Massie, Noah",D,N,"Charlottetown, Islanders",1999-07-07,44,0,0,0,0,0,0,0
2017-18 | Regular Season,"Campbell, Isiah",F,N,"Cape Breton, Screaming Eagles",2000-12-07,61,2,1,1,4,3,0.17,0.02
2017-18 | Regular Season,"Havlena, Kyle",D,Y,"Blainville-Boisbriand, Armada",2000-06-15,44,0,1,0,1,1,0.2,0
2017-18 | Regular Season,"Plamondon, Yohan",F,Y,"Saint John, Sea Dogs",2000-02-02,20,0,0,0,0,0,0,0
2017-18 | Regular Season,"Bolduc, Samuel",D,N,"Blainville-Boisbriand, Armada",2000-12-09,57,0,0,1,1,0,0.07,0
2017-18 | Regular Season,"Bergeron, Justin",D,Y,"Rouyn-Noranda, Huskies",2000-09-14,67,1,7,4,12,8,0.4,0.06
2017-18 | Regular Season,"Caron, Thomas",F,Y,"Québec, Remparts",2000-08-29,14,0,0,0,0,0,0,0
2017-18 | Regular Season,"Hudson, Jacob",F,N,"Moncton, Wildcats",2000-12-02,64,0,0,0,0,0,0,0
2017-18 | Regular Season,"Roelens, Metis",F,Y,"Gatineau, Olympiques",2000-07-21,59,0,0,0,0,0,0,0
2017-18 | Regular Season,"Boudrias, Karl",D,Y,"Rimouski, Océanic",2000-04-01,60,0,3,0,3,3,0.25,0.03
2017-18 | Regular Season,"MacLellan, Ryan",D,Y,"Cape Breton, Screaming Eagles",2000-02-03,31,0,1,0,1,1,0.2,0
2017-18 | Regular Season,"Cyr-Trottier, Nathan",F,Y,"Val-d'Or, Foreurs",2000-01-21,64,0,0,0,0,0,0,0
2017-18 | Regular Season,"Hinam, Tyler",F,N,"Rouyn-Noranda, Huskies",1999-05-27,58,3,4,6,13,7,0.34,0.06
2017-18 | Regular Season,"Dicaire, Derek",F,N,"Baie-Comeau, Drakkar",1999-08-18,24,0,0,0,0,0,0,0
2017-18 | Regular Season,"Laframboise, Jérémy",F,Y,"Québec, Remparts",2000-01-04,65,0,0,0,0,0,0,0
2017-18 | Regular Season,"Thibeault, Benjamin",D,Y,"Victoriaville, Tigres",2000-03-20,25,0,2,0,2,2,0.5,0.01
2017-18 | Regular Season,"Baker, Jarrett",D,N,"Drummondville, Voltigeurs",2000-09-19,60,0,0,0,0,0,0,0
2017-18 | Regular Season,"Fortin, Philippe",D,Y,"Val-d'Or, Foreurs",2000-01-13,24,0,0,0,0,0,0,0
2017-18 | Regular Season,"Couture, Alexandre",F,Y,"Val-d'Or, Foreurs",2000-04-22,67,0,0,0,0,0,0,0
2017-18 | Regular Season,"Ianniciello, Samuel",F,Y,"Rouyn-Noranda, Huskies",2000-08-02,45,0,0,0,0,0,0,0
2017-18 | Regular Season,"Collin, Maxime",F,Y,"Blainville-Boisbriand, Armada",2000-01-25,55,0,0,0,0,0,0,0
2017-18 | Regular Season,"McGrath, Kyle",F,N,"Cape Breton, Screaming Eagles",1999-04-16,33,0,0,0,0,0,0,0
2017-18 | Regular Season,"Casey, Thomas",F,Y,"Charlottetown, Islanders",2000-04-10,60,0,0,0,0,0,0,0
2017-18 | Regular Season,"Ouellet, Edouard",F,Y,"Victoriaville, Tigres",2000-01-14,54,0,0,0,0,0,0,0
2017-18 | Regular Season,"Dignard, Carl-Olivier",F,N,"Drummondville, Voltigeurs",2000-10-05,28,0,0,0,0,0,0,0
2017-18 | Regular Season,"Plamondon, Alex",F,Y,"Shawinigan, Cataractes",1999-10-14,58,0,0,0,0,0,0,0
2017-18 | Regular Season,"Mason, Kevin",F,Y,"Saint John, Sea Dogs",2000-01-12,25,0,0,0,0,0,0,0
2017-18 | Regular Season,"Savinsky, Hugo",D,Y,"Baie-Comeau, Drakkar",2000-01-18,44,0,0,0,0,0,0,0
2017-18 | Regular Season,"Demers, Antoine",F,N,"Shawinigan, Cataractes",1999-04-14,67,1,2,0,3,3,0.09,0.02
2017-18 | Regular Season,"Proulx, Gabriel",F,N,"Cape Breton, Screaming Eagles",1999-03-24,57,0,0,2,2,0,0.08,0.01
2017-18 | Regular Season,"Ouellet, Zachary",D,Y,"Rouyn-Noranda, Huskies",1999-10-26,31,0,0,0,0,0,0,0
2017-18 | Regular Season,"Tourigny, Félix-Antoine",F,Y,"Rouyn-Noranda, Huskies",2000-02-02,7,0,0,0,0,0,,0
2017-18 | Regular Season,"Dubois-Tiberghen, Simon",D,Y,"Shawinigan, Cataractes",2000-03-16,51,0,0,0,0,0,0,0
2017-18 | Regular Season,"Drolet, Félix-Antoine",D,Y,"Acadie-Bathurst, Titan",2000-05-20,58,0,1,0,1,1,0.11,0
2017-18 | Regular Season,"Lapointe, Yann-Félix",D,N,"Sherbrooke, Phoenix",1999-06-30,56,1,1,1,3,2,0.2,0.02
2017-18 | Regular Season,"MacPhee, Ian",F,N,"Rouyn-Noranda, Huskies",1999-03-28,18,0,0,0,0,0,,0
2017-18 | Regular Season,"Giguère, Charles-Antoine",F,N,"Blainville-Boisbriand, Armada",1999-05-03,53,0,0,0,0,0,0,0
2017-18 | Regular Season,"Haché, Olivier-Luc",F,N,"Rouyn-Noranda, Huskies",2000-10-04,21,0,0,0,0,0,0,0
2017-18 | Regular Season,"Marleau, Vincent",F,N,"Rouyn-Noranda, Huskies",1999-07-05,67,1,0,0,1,1,0.06,0
2017-18 | Regular Season,"Dadadzhanov, Renat",D,N,"Shawinigan, Cataractes",1999-06-13,55,0,1,1,2,1,0.22,0.02
2017-18 | Regular Season,"Malatesta, Domenic",F,N,"Acadie-Bathurst, Titan",1999-07-09,45,0,0,0,0,0,0,0
2017-18 | Regular Season,"Fox, Casey",F,N,"Moncton, Wildcats",1998-10-14,27,1,1,0,2,2,0.5,0.01
2017-18 | Regular Season,"Gaudreau, Adam",D,Y,"Victoriaville, Tigres",1999-12-28,24,0,0,0,0,0,0,0
2017-18 | Regular Season,"Hudgin, Nathan",F,N,"Drummondville, Voltigeurs",1997-11-29,57,2,0,1,3,2,0.08,0.02
2017-18 | Regular Season,"Chekhovich, Ivan",F,N,"Baie-Comeau, Drakkar",1999-01-04,65,12,5,6,23,17,0.38,0.13
2017-18 | Regular Season,"Koltygin, Pavel",F,N,"Drummondville, Voltigeurs",1999-02-17,64,0,3,2,5,3,0.12,0.03
2017-18 | Regular Season,"Alexeyev, Yaroslav",F,N,"Sherbrooke, Phoenix",1999-01-17,63,7,3,4,14,10,0.26,0.08
2017-18 | Regular Season,"Kurashev, Philipp",F,Y,"Québec, Remparts",1999-10-12,59,8,9,11,28,17,0.47,0.15
2017-18 | Regular Season,"Kosorenkov, Ivan",F,N,"Victoriaville, Tigres",1998-01-22,63,12,9,7,28,21,0.34,0.14
2017-18 | Regular Season,"Rubtsov, German",F,N,"Acadie-Bathurst, Titan",1998-06-27,49,4,4,8,16,8,0.37,0.1
2017-18 | Regular Season,"Vesterinen, Saku",D,N,"Charlottetown, Islanders",1999-02-28,59,3,5,8,16,8,0.46,0.12
2017-18 | Regular Season,"Mikhnin, Denis",F,N,"Rimouski, Océanic",1999-07-11,64,3,3,1,7,6,0.18,0.05
2017-18 | Regular Season,"Glotov, Vasily",F,N,"Shawinigan, Cataractes",1997-09-04,64,7,3,4,14,10,0.33,0.11
2017-18 | Regular Season,"Le Coultre, Simon",D,N,"Moncton, Wildcats",1999-08-09,61,1,5,6,12,6,0.55,0.06
2017-18 | Regular Season,"Kozlov, Ivan",F,N,"Val-d'Or, Foreurs",1999-03-26,66,4,6,0,10,10,0.28,0.08
2017-18 | Regular Season,"Drozg, Jan",F,N,"Shawinigan, Cataractes",1999-04-01,61,5,10,5,20,15,0.4,0.15
2017-18 | Regular Season,"Zachar, Marek",F,N,"Sherbrooke, Phoenix",1998-06-11,57,8,3,13,24,11,0.5,0.14
2017-18 | Regular Season,"Gawanke, Leon",D,N,"Cape Breton, Screaming Eagles",1999-05-31,62,3,10,6,19,13,0.59,0.1
2017-18 | Regular Season,"Mizyurin, Maxim",F,N,"Val-d'Or, Foreurs",1998-03-25,36,3,5,3,11,8,0.33,0.09
2017-18 | Regular Season,"Smith, Tyler",D,N,"Saint John, Sea Dogs",1999-08-26,55,0,0,0,0,0,0,0
2017-18 | Regular Season,"Robert, Félix",F,N,"Sherbrooke, Phoenix",1999-07-24,66,4,2,8,14,6,0.3,0.08
2017-18 | Regular Season,"Kielb, Darien",D,N,"Gatineau, Olympiques",1999-03-18,64,0,1,1,2,1,0.12,0.01
2017-18 | Regular Season,"Senken, Connor",D,Y,"Sherbrooke, Phoenix",1999-10-31,51,0,2,0,2,2,0.33,0.01
2017-18 | Regular Season,"Michel, Bryson",D,Y,"Saint John, Sea Dogs",1999-09-27,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Roy, Charles-Antoine",F,N,"Gatineau, Olympiques",1999-02-18,66,0,1,0,1,1,0.05,0.01
2017-18 | Regular Season,"Malo, Alec",F,N,"Gatineau, Olympiques",1999-07-30,60,2,1,3,6,3,0.46,0.03
2017-18 | Regular Season,"Monette, Simon",D,N,"Chicoutimi, Saguenéens",1999-08-12,52,0,0,0,0,0,0,0
2017-18 | Regular Season,"Denis, Louis-Philippe",F,N,"Rimouski, Océanic",1998-12-29,50,1,0,0,1,1,0.14,0.01
2017-18 | Regular Season,"O'Bonsawin, Ryan",D,N,"Gatineau, Olympiques",1999-03-13,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Arsenault, Jacob",D,N,"Moncton, Wildcats",1999-04-13,60,0,0,0,0,0,0,0
2017-18 | Regular Season,"DaSilva, Ryan",D,N,"Blainville-Boisbriand, Armada",1998-03-26,54,3,3,1,7,6,0.37,0.03
2017-18 | Regular Season,"Cavalleri, Marco",F,N,"Victoriaville, Tigres",1999-09-05,37,0,0,0,0,0,0,0
2017-18 | Regular Season,"Hatto, Samuel",F,Y,"Gatineau, Olympiques",1999-10-23,66,1,0,0,1,1,0.08,0.01
2017-18 | Regular Season,"Hardie, Daniel",F,N,"Charlottetown, Islanders",1998-06-11,68,4,5,8,17,9,0.32,0.13
2017-18 | Regular Season,"Drew, Hunter",D,N,"Charlottetown, Islanders",1998-10-21,64,3,3,6,12,6,0.31,0.09
2017-18 | Regular Season,"Stewart, Chase",D,N,"Rimouski, Océanic",1997-04-19,53,1,5,3,9,6,0.31,0.06
2017-18 | Regular Season,"MacLeod, Gregor",F,N,"Charlottetown, Islanders",1998-06-07,54,3,4,4,11,7,0.24,0.08
2017-18 | Regular Season,"Quinney, Landon",F,N,"Saint John, Sea Dogs",1998-04-27,27,0,0,0,0,0,0,0
2017-18 | Regular Season,"Dickner, Samuel",F,Y,"Baie-Comeau, Drakkar",1999-12-10,54,0,1,0,1,1,0.12,0.01
2017-18 | Regular Season,"Lynch, Robert",F,N,"Drummondville, Voltigeurs",1998-06-16,67,7,11,4,22,18,0.33,0.12
2017-18 | Regular Season,"Blackmore, G",F,N,"Moncton, Wildcats",1999-09-13,56,1,0,0,1,1,0.08,0.01
2017-18 | Regular Season,"Lazure, Justin",F,N,"Cape Breton, Screaming Eagles",1999-02-05,46,0,0,0,0,0,0,0
2017-18 | Regular Season,"Lafrenière, Alexis",F,N,"Rimouski, Océanic",2001-10-11,60,7,5,12,24,12,0.3,0.16
2017-18 | Regular Season,"Poulin, Samuel",F,N,"Sherbrooke, Phoenix",2001-02-25,55,4,5,2,11,9,0.24,0.07
2017-18 | Regular Season,"Pelletier, Jakob",F,N,"Moncton, Wildcats",2001-03-07,60,3,7,7,17,10,0.28,0.09
2017-18 | Regular Season,"Parent, Xavier",F,N,"Halifax, Mooseheads",2001-03-23,63,2,2,2,6,4,0.21,0.04
2017-18 | Regular Season,"Guenette, Maxence",D,N,"Val-d'Or, Foreurs",2001-04-28,61,0,3,2,5,3,0.42,0.04
2017-18 | Regular Season,"Légaré, Nathan",F,N,"Baie-Comeau, Drakkar",2001-01-11,62,2,3,0,5,5,0.17,0.03
2017-18 | Regular Season,"Merisier-Ortiz, Christopher",D,N,"Baie-Comeau, Drakkar",2001-01-17,62,0,4,4,8,4,0.53,0.05
2017-18 | Regular Season,"Mercer, Dawson",F,N,"Drummondville, Voltigeurs",2001-10-27,61,2,2,2,6,4,0.23,0.03
2017-18 | Regular Season,"Simoneau, Xavier",F,N,"Drummondville, Voltigeurs",2001-05-19,61,2,5,1,8,7,0.18,0.04
2017-18 | Regular Season,"Inniss, Christopher",D,N,"Rimouski, Océanic",2001-01-22,52,0,0,0,0,0,0,0
2017-18 | Regular Season,"Peach, Bailey",F,N,"Sherbrooke, Phoenix",2001-03-08,49,0,1,1,2,1,0.29,0.01
2017-18 | Regular Season,"Bizier, Mathieu",F,N,"Rimouski, Océanic",2001-05-13,64,0,0,0,0,0,0,0
2017-18 | Regular Season,"Barron, Justin",D,N,"Halifax, Mooseheads",2001-11-15,51,0,2,1,3,2,0.14,0.02
2017-18 | Regular Season,"Laaouan, Noah",D,N,"Cape Breton, Screaming Eagles",2001-03-07,49,0,1,1,2,1,0.14,0.01
2017-18 | Regular Season,"Kalmikov, Brooklyn",F,N,"Cape Breton, Screaming Eagles",2001-04-21,58,7,2,8,17,9,0.47,0.08
2017-18 | Regular Season,"Bellamy, Jaxon",D,N,"Moncton, Wildcats",2001-01-22,52,1,0,1,2,1,0.2,0.01
2017-18 | Regular Season,"Michel, Jérémy",F,N,"Val-d'Or, Foreurs",2001-05-02,65,1,1,3,5,2,0.22,0.04
2017-18 | Regular Season,"Dubé, Pierrick",F,N,"Québec, Remparts",2001-01-07,39,0,0,1,1,0,0.25,0.01
2017-18 | Regular Season,"Pelletier, Thomas",D,N,"Drummondville, Voltigeurs",2001-08-23,42,1,0,1,2,1,0.22,0.01
2017-18 | Regular Season,"Francis, Ryan",F,N,"Cape Breton, Screaming Eagles",2001-12-02,58,5,3,5,13,8,0.38,0.06
2017-18 | Regular Season,"Beaucage, Alex",F,N,"Rouyn-Noranda, Huskies",2001-07-25,56,4,2,4,10,6,0.27,0.05
2017-18 | Regular Season,"Budgell, Brett",F,N,"Charlottetown, Islanders",2001-06-01,32,2,2,1,5,4,0.23,0.04
2017-18 | Regular Season,"Gallant, Carson",D,N,"Gatineau, Olympiques",2001-01-11,24,0,0,0,0,0,0,0
2017-18 | Regular Season,"Martin, Jérémy",F,N,"Shawinigan, Cataractes",2001-02-15,34,0,0,0,0,0,0,0
2017-18 | Regular Season,"Desroches, Olivier",D,N,"Acadie-Bathurst, Titan",2001-03-27,55,0,0,0,0,0,0,0
2017-18 | Regular Season,"Chisholm, Logan",F,N,"Acadie-Bathurst, Titan",2001-08-08,51,1,0,2,3,1,0.27,0.01
2017-18 | Regular Season,"Allepot, Anthony",D,N,"Val-d'Or, Foreurs",2001-04-27,58,0,0,1,1,0,0.2,0.01
2017-18 | Regular Season,"Bernard, Jacob",D,N,"Rimouski, Océanic",2001-02-20,17,0,0,0,0,0,0,0
2017-18 | Regular Season,"Belley-Pelletier, Gabriel",D,N,"Shawinigan, Cataractes",2001-05-30,1,0,0,0,0,0,,0
2017-18 | Regular Season,"Stewart, Cole",F,N,"Halifax, Mooseheads",2001-08-01,6,0,0,0,0,0,,0
2017-18 | Regular Season,"Cormier, Xavier",F,N,"Québec, Remparts",2001-05-30,1,0,0,0,0,0,,0
2017-18 | Regular Season,"Horvath, Jason",D,Y,"Shawinigan, Cataractes",2000-03-24,48,3,2,2,7,5,0.44,0.05
2017-18 | Regular Season,"Montreuil, Gabriel",F,N,"Québec, Remparts",2001-03-09,2,0,0,0,0,0,,0
2017-18 | Regular Season,"Sibley, Brendan",D,N,"Saint John, Sea Dogs",2001-04-26,30,0,0,0,0,0,0,0
2017-18 | Regular Season,"Joncas, Alexandre",D,N,"Sherbrooke, Phoenix",2001-03-22,68,0,0,0,0,0,0,0
2017-18 | Regular Season,"Soucy, Ludovic",F,N,"Rimouski, Océanic",2001-03-23,40,0,0,0,0,0,0,0
2017-18 | Regular Season,"MacIntosh, Aiden",F,N,"Saint John, Sea Dogs",2001-04-05,29,0,0,0,0,0,0,0
2017-18 | Regular Season,"Melançon, Max-Antoine",F,N,"Shawinigan, Cataractes",2001-03-19,22,0,1,0,1,1,0.17,0.01
2017-18 | Regular Season,"Boulianne, Mathieu",F,N,"Shawinigan, Cataractes",2001-03-26,24,1,0,0,1,1,0.17,0.01
2017-18 | Regular Season,"Boissonneault, Mathieu",F,Y,"Blainville-Boisbriand, Armada",2000-04-16,56,0,0,0,0,0,0,0
2017-18 | Regular Season,"Petten, Kyle",F,N,"Halifax, Mooseheads",2001-01-10,44,0,0,0,0,0,0,0
2017-18 | Regular Season,"Hébert, Jérémie",D,N,"Baie-Comeau, Drakkar",2001-11-19,30,0,0,0,0,0,0,0
2017-18 | Regular Season,"Nault-Daigle, Ludovick",F,N,"Shawinigan, Cataractes",2001-10-03,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Fraser, Cole",F,N,"Blainville-Boisbriand, Armada",2001-01-24,2,0,0,0,0,0,,0
2017-18 | Regular Season,"Tremblay, Charles",F,N,"Chicoutimi, Saguenéens",2000-10-17,24,0,0,0,0,0,0,0
2017-18 | Regular Season,"Virtue, Braeden",D,N,"Québec, Remparts",2001-01-22,27,0,0,0,0,0,0,0
2017-18 | Regular Season,"Wilson, Luke",F,N,"Saint John, Sea Dogs",2001-03-01,38,0,0,0,0,0,0,0
2017-18 | Regular Season,"DeGagné, Alex",D,Y,"Shawinigan, Cataractes",2000-02-15,50,0,5,1,6,5,0.6,0.05
2017-18 | Regular Season,"Hart, Gavin",F,N,"Halifax, Mooseheads",2001-05-10,2,0,0,0,0,0,,0
2017-18 | Regular Season,"Bennett, Zachery",D,Y,"Acadie-Bathurst, Titan",2000-07-02,9,0,0,0,0,0,0,0
2017-18 | Regular Season,"Dion, Benjamin",F,N,"Val-d'Or, Foreurs",2001-04-04,59,0,0,0,0,0,0,0
2017-18 | Regular Season,"Lavoie, Jean-Mathieu",D,N,"Sherbrooke, Phoenix",1998-09-10,5,0,0,0,0,0,,0
2017-18 | Regular Season,"Lafond, Jérôme",D,Y,"Shawinigan, Cataractes",2000-08-20,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Beaudoin, Tommy",F,N,"Rouyn-Noranda, Huskies",1999-03-15,66,6,1,2,9,7,0.3,0.04
2017-18 | Regular Season,"Maurovic, Dallas",F,N,"Chicoutimi, Saguenéens",1999-04-30,4,0,0,0,0,0,,0
2017-18 | Regular Season,"Gladu, Zachary",F,N,"Val-d'Or, Foreurs",1998-01-20,17,0,0,0,0,0,0,0
2017-18 | Regular Season,"Kurbatov, Egor",F,N,"Victoriaville, Tigres",1999-05-17,18,0,0,0,0,0,0,0
2017-18 | Regular Season,"Wieringa, Jack",D,N,"Moncton, Wildcats",1998-03-27,16,0,0,0,0,0,0,0
2017-18 | Regular Season,"Kuzmin, Daniil",F,N,"Moncton, Wildcats",1999-05-20,48,0,0,1,1,0,0.11,0.01
2017-18 | Regular Season,"Dunn, Sam",D,N,"Québec, Remparts",1998-03-11,66,3,7,8,18,10,0.56,0.09
2017-18 | Regular Season,"Khovanov, Alexander",F,Y,"Moncton, Wildcats",2000-04-12,29,3,4,4,11,7,0.39,0.06
2017-18 | Regular Season,"Zavgorodniy, Dmitry",F,Y,"Rimouski, Océanic",2000-08-11,62,9,4,3,16,13,0.34,0.11
2017-18 | Regular Season,"Zadina, Filip",F,Y,"Halifax, Mooseheads",1999-11-27,57,8,4,8,20,12,0.24,0.13
2017-18 | Regular Season,"Eckl, Bastian",F,Y,"Drummondville, Voltigeurs",2000-08-27,46,1,0,1,2,1,0.11,0.01
2017-18 | Regular Season,"Dajcar, Tomas",D,Y,"Québec, Remparts",2000-02-02,42,0,0,0,0,0,0,0
2017-18 | Regular Season,"Shestopalov, Mikhail",F,Y,"Gatineau, Olympiques",2000-01-25,59,1,2,1,4,3,0.16,0.02
2017-18 | Regular Season,"Kotkov, Vladislav",F,Y,"Chicoutimi, Saguenéens",2000-01-08,61,7,12,2,21,19,0.43,0.13
2017-18 | Regular Season,"Sokolov, Egor",F,Y,"Cape Breton, Screaming Eagles",2000-06-07,64,9,0,5,14,9,0.33,0.07
2017-18 | Regular Season,"Ivan, Michal",D,Y,"Acadie-Bathurst, Titan",1999-11-18,48,0,0,3,3,0,0.18,0.01
2017-18 | Regular Season,"Hladonik, Jan",F,N,"Blainville-Boisbriand, Armada",1999-08-18,56,0,3,1,4,3,0.21,0.02
2017-18 | Regular Season,"Hrehorcak, Patrik",F,N,"Rouyn-Noranda, Huskies",1999-03-18,63,9,5,3,17,14,0.35,0.08
2017-18 | Regular Season,"Alexandrov, Nikita",F,N,"Charlottetown, Islanders",2000-09-16,66,2,1,1,4,3,0.13,0.03
2017-18 | Regular Season,"Safin, Ostap",F,N,"Saint John, Sea Dogs",1999-02-11,61,9,9,3,21,18,0.36,0.16
2017-18 | Regular Season,"Roganov, Danil",D,Y,"Shawinigan, Cataractes",2000-06-28,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Anttalainen, Aleksi",D,N,"Blainville-Boisbriand, Armada",1999-03-28,61,0,0,4,4,0,0.18,0.02
2017-18 | Regular Season,"Salda, Radim",D,N,"Saint John, Sea Dogs",1999-02-18,62,5,8,7,20,13,0.49,0.15
2017-18 | Regular Season,"McKenna, Colton",F,N,"Moncton, Wildcats",1999-08-17,17,0,0,0,0,0,0,0
2017-18 | Regular Season,"Kyte, Patrick",D,N,"Halifax, Mooseheads",1999-03-29,56,0,2,1,3,2,0.2,0.02
