Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,G,A1,A2,PTS,PRIMARY.PTS,PERC.TEAM.PTS,PERC.TEAM.PrPTS,Shots,Team.Shots,SH.PERC,PERC.TEAM.SHOTS
2017-18 | Regular Season,"Diotte, Jérémy",D,N,"Chicoutimi, Saguenéens",1999-06-07,66,2,13,15,30,15,0.06,0.04,103,1734,0.02,0.06
2017-18 | Regular Season,"Veleno, Joe",F,Y,"Drummondville, Voltigeurs",2000-01-13,64,22,32,25,79,54,0.11,0.1,201,1734,0.11,0.12
2017-18 | Regular Season,"Paré, Cédric",F,N,"Saint John, Sea Dogs",1999-01-24,60,13,14,10,37,27,0.08,0.08,130,1734,0.1,0.07
2017-18 | Regular Season,"Martineau, Vincent",D,N,"Rimouski, Océanic",1999-05-02,10,0,0,2,2,0,0,0,11,1734,0,0.01
2017-18 | Regular Season,"Reid, Ben",F,N,"Saint John, Sea Dogs",1999-06-04,35,6,4,1,11,10,0.02,0.03,41,1734,0.15,0.02
2017-18 | Regular Season,"Smallwood, Ian",D,N,"Cape Breton, Screaming Eagles",1999-01-22,36,2,2,6,10,4,0.02,0.01,24,1734,0.08,0.01
2017-18 | Regular Season,"Lafrenière, Alexandre",F,N,"Saint John, Sea Dogs",1999-05-20,14,1,1,1,3,2,0.01,0.01,18,1734,0.06,0.01
2017-18 | Regular Season,"Leblanc, Samuel",F,N,"Blainville-Boisbriand, Armada",1999-06-18,41,3,2,0,5,5,0.01,0.01,42,1734,0.07,0.02
2017-18 | Regular Season,"Chainey, Jocktan",D,N,"Halifax, Mooseheads",1999-09-08,66,7,15,18,40,22,0.06,0.04,111,1734,0.06,0.06
2017-18 | Regular Season,"Cardinal, Tommy",F,N,"Shawinigan, Cataractes",1999-01-14,63,3,1,2,6,4,0.01,0.01,52,1734,0.06,0.03
2017-18 | Regular Season,"Fortin, Jérémy",F,N,"Chicoutimi, Saguenéens",1999-07-09,62,4,6,3,13,10,0.02,0.03,55,1734,0.07,0.03
2017-18 | Regular Season,"Benoit, Simon",D,N,"Shawinigan, Cataractes",1998-09-19,63,5,13,10,28,18,0.06,0.05,114,1734,0.04,0.07
2017-18 | Regular Season,"Senez, Vincent",F,N,"Shawinigan, Cataractes",1998-09-11,48,10,11,8,29,21,0.06,0.06,123,1734,0.08,0.07
2017-18 | Regular Season,"Pouliot, Xavier",D,N,"Chicoutimi, Saguenéens",1998-12-22,52,0,4,2,6,4,0.01,0.01,42,1734,0,0.02
2017-18 | Regular Season,"Imbeault, Jason",F,N,"Rimouski, Océanic",1999-01-22,21,4,1,3,8,5,0.01,0.01,26,1734,0.15,0.01
2017-18 | Regular Season,"Roy, Nicolas",F,N,"Sherbrooke, Phoenix",1999-05-19,58,2,3,4,9,5,0.01,0.01,74,1734,0.03,0.04
2017-18 | Regular Season,"Lampron, Vincent",D,N,"Gatineau, Olympiques",1998-12-09,57,3,3,3,9,6,0.02,0.01,53,1734,0.06,0.03
2017-18 | Regular Season,"Rafuse, Cole",F,N,"Acadie-Bathurst, Titan",1999-01-05,66,8,2,3,13,10,0.02,0.02,48,1734,0.17,0.03
2017-18 | Regular Season,"Cheezo, Adam",F,N,"Val-d'Or, Foreurs",1998-11-02,52,13,12,11,36,25,0.08,0.08,81,1734,0.16,0.05
2017-18 | Regular Season,"Racicot, Médérick",D,N,"Val-d'Or, Foreurs",1999-03-10,61,7,7,4,18,14,0.04,0.04,76,1734,0.09,0.04
2017-18 | Regular Season,"Lafrance, Simon",F,N,"Val-d'Or, Foreurs",1998-10-12,68,20,22,17,59,42,0.13,0.13,148,1734,0.14,0.09
2017-18 | Regular Season,"Ouellet, Nicolas",F,N,"Val-d'Or, Foreurs",1999-01-09,54,19,11,8,38,30,0.08,0.09,133,1734,0.14,0.08
2017-18 | Regular Season,"Comtois, Maxime",F,N,"Victoriaville, Tigres",1999-01-08,54,44,22,19,85,66,0.11,0.13,185,1734,0.24,0.11
2017-18 | Regular Season,"Lefebvre, Simon",F,N,"Sherbrooke, Phoenix",1999-02-03,18,0,0,1,1,0,0,0,16,1734,0,0.01
2017-18 | Regular Season,"Lessard, Antoine",F,N,"Victoriaville, Tigres",1999-01-29,1,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Meunier, Félix",F,N,"Acadie-Bathurst, Titan",1999-05-27,13,2,1,1,4,3,0.01,0.01,18,1734,0.11,0.01
2017-18 | Regular Season,"Klima, Kelly",F,N,"Chicoutimi, Saguenéens",1997-06-05,58,18,11,7,36,29,0.07,0.08,142,1734,0.13,0.08
2017-18 | Regular Season,"Klima, Kevin",F,N,"Chicoutimi, Saguenéens",1997-06-05,68,39,27,20,86,66,0.16,0.17,211,1734,0.18,0.12
2017-18 | Regular Season,"Manseau, Jérémy",F,N,"Shawinigan, Cataractes",1998-06-08,65,13,15,6,34,28,0.07,0.08,120,1734,0.11,0.07
2017-18 | Regular Season,"Bramwell, Connor",F,N,"Blainville-Boisbriand, Armada",1997-09-04,55,23,16,14,53,39,0.07,0.07,127,1734,0.18,0.07
2017-18 | Regular Season,"Abramov, Vitalii",F,N,"Gatineau, Olympiques",1998-05-08,56,45,47,12,104,92,0.19,0.23,215,1734,0.21,0.12
2017-18 | Regular Season,"Somppi, Otto",F,N,"Halifax, Mooseheads",1998-01-12,59,28,31,24,83,59,0.12,0.11,142,1734,0.2,0.08
2017-18 | Regular Season,"Miromanov, Daniil",D,N,"Moncton, Wildcats",1997-07-11,38,8,9,15,32,17,0.05,0.04,108,1734,0.07,0.06
2017-18 | Regular Season,"Reginato, Cole",F,N,"Saint John, Sea Dogs",1997-11-23,40,16,10,1,27,26,0.06,0.08,61,1734,0.26,0.04
2017-18 | Regular Season,"Grisé, Alexandre",F,N,"Victoriaville, Tigres",1998-10-02,59,10,5,1,16,15,0.02,0.03,86,1734,0.12,0.05
2017-18 | Regular Season,"Meisenheimer, Samuel",F,N,"Charlottetown, Islanders",1998-01-10,56,10,10,6,26,20,0.05,0.05,109,1734,0.09,0.06
2017-18 | Regular Season,"Barbosa, Ryan",D,N,"Halifax, Mooseheads",1998-01-05,38,0,5,0,5,5,0.01,0.01,34,1734,0,0.02
2017-18 | Regular Season,"Gardiner, Nolan",F,N,"Baie-Comeau, Drakkar",1998-09-09,8,1,0,0,1,1,0,0,7,1734,0.14,0
2017-18 | Regular Season,"Eastman, Austin",F,N,"Québec, Remparts",1997-05-06,18,1,1,1,3,2,0.01,0,21,1734,0.05,0.01
2017-18 | Regular Season,"Blachman, Nicholas",F,N,"Rimouski, Océanic",1998-04-11,8,1,0,0,1,1,0,0,5,1734,0.2,0
2017-18 | Regular Season,"Bernard, Xavier",D,Y,"Drummondville, Voltigeurs",2000-01-06,66,11,9,15,35,20,0.05,0.04,112,1734,0.1,0.06
2017-18 | Regular Season,"Abraham, Frédéric",F,Y,"Val-d'Or, Foreurs",2000-07-15,31,2,4,0,6,6,0.01,0.02,25,1734,0.08,0.01
2017-18 | Regular Season,"St-Laurent, Edouard",F,Y,"Baie-Comeau, Drakkar",2000-04-04,61,14,9,3,26,23,0.04,0.05,105,1734,0.13,0.06
2017-18 | Regular Season,"Groulx, Benoit-Olivier",F,Y,"Halifax, Mooseheads",2000-02-06,68,28,14,13,55,42,0.08,0.08,169,1734,0.17,0.1
2017-18 | Regular Season,"McIsaac, Jared",D,Y,"Halifax, Mooseheads",2000-03-27,65,9,22,16,47,31,0.07,0.06,178,1734,0.05,0.1
2017-18 | Regular Season,"Fortier, Gabriel",F,Y,"Baie-Comeau, Drakkar",2000-02-06,66,26,15,18,59,41,0.1,0.1,172,1734,0.15,0.1
2017-18 | Regular Season,"Bouchard, Xavier",D,Y,"Baie-Comeau, Drakkar",2000-02-28,65,3,9,9,21,12,0.04,0.03,83,1734,0.04,0.05
2017-18 | Regular Season,"Dobson, Noah",D,Y,"Acadie-Bathurst, Titan",2000-01-07,67,17,24,28,69,41,0.09,0.08,276,1734,0.06,0.16
2017-18 | Regular Season,"Laferrière, Mathias",F,Y,"Cape Breton, Screaming Eagles",2000-06-27,67,12,15,14,41,27,0.07,0.06,125,1734,0.1,0.07
2017-18 | Regular Season,"Houde, Samuel",F,Y,"Chicoutimi, Saguenéens",2000-03-08,54,16,7,9,32,23,0.06,0.06,99,1734,0.16,0.06
2017-18 | Regular Season,"Element, Shawn",F,Y,"Baie-Comeau, Drakkar",2000-04-23,62,9,7,3,19,16,0.03,0.04,116,1734,0.08,0.07
2017-18 | Regular Season,"MacDonald, Anderson",F,Y,"Moncton, Wildcats",2000-05-16,58,27,11,7,45,38,0.07,0.08,160,1734,0.17,0.09
2017-18 | Regular Season,"Mathieu, Olivier",F,Y,"Québec, Remparts",2000-02-25,66,8,9,4,21,17,0.04,0.04,66,1734,0.12,0.04
2017-18 | Regular Season,"Coxhead, Andrew",F,Y,"Québec, Remparts",2000-04-11,68,11,9,5,25,20,0.04,0.05,112,1734,0.1,0.06
2017-18 | Regular Season,"Desruisseaux, Cédric",F,Y,"Drummondville, Voltigeurs",2000-03-03,64,24,8,14,46,32,0.06,0.06,158,1734,0.15,0.09
2017-18 | Regular Season,"Alain, Marc-Olivier",D,Y,"Québec, Remparts",2000-07-06,21,0,0,0,0,0,0,0,8,1734,0,0
2017-18 | Regular Season,"MacKinnon, Evan",F,Y,"Sherbrooke, Phoenix",2000-03-02,62,7,3,8,18,10,0.03,0.02,61,1734,0.11,0.04
2017-18 | Regular Season,"Henman, Luke",F,Y,"Blainville-Boisbriand, Armada",2000-04-29,61,9,20,18,47,29,0.07,0.06,87,1734,0.1,0.05
2017-18 | Regular Season,"Arsenault, Alexis",D,Y,"Rouyn-Noranda, Huskies",2000-05-17,65,6,4,4,14,10,0.02,0.02,65,1734,0.09,0.04
2017-18 | Regular Season,"D'Amours, Anthony",D,Y,"Rimouski, Océanic",2000-03-22,53,1,1,2,4,2,0.01,0,23,1734,0.04,0.01
2017-18 | Regular Season,"Desgagnés, Mathieu",F,Y,"Chicoutimi, Saguenéens",2000-04-13,42,8,5,2,15,13,0.03,0.03,66,1734,0.12,0.04
2017-18 | Regular Season,"Tardif, Benjamin",F,Y,"Sherbrooke, Phoenix",2000-01-24,68,14,8,7,29,22,0.05,0.05,106,1734,0.13,0.06
2017-18 | Regular Season,"Desmarais, Guillaume",F,N,"Drummondville, Voltigeurs",2000-12-11,28,5,1,2,8,6,0.01,0.01,27,1734,0.19,0.02
2017-18 | Regular Season,"Marcotty, Félix-Antoine",F,N,"Chicoutimi, Saguenéens",2000-12-17,59,11,7,10,28,18,0.05,0.05,96,1734,0.11,0.06
2017-18 | Regular Season,"Lavoie, Raphaël",F,N,"Halifax, Mooseheads",2000-09-25,68,30,22,11,63,52,0.09,0.1,222,1734,0.14,0.13
2017-18 | Regular Season,"Larose, Nathan",D,N,"Saint John, Sea Dogs",2000-09-24,64,5,3,6,14,8,0.03,0.02,91,1734,0.05,0.05
2017-18 | Regular Season,"McQuaid, Chris",D,Y,"Gatineau, Olympiques",2000-01-01,68,5,4,5,14,9,0.02,0.02,65,1734,0.08,0.04
2017-18 | Regular Season,"Denny, Leon",D,Y,"Shawinigan, Cataractes",2000-01-02,60,6,5,5,16,11,0.03,0.03,70,1734,0.09,0.04
2017-18 | Regular Season,"Denis, Gabriel",F,N,"Shawinigan, Cataractes",2000-11-06,66,11,8,13,32,19,0.07,0.05,95,1734,0.12,0.05
2017-18 | Regular Season,"Doyon, Nathaniel",F,Y,"Charlottetown, Islanders",2000-01-13,50,1,2,3,6,3,0.01,0.01,36,1734,0.03,0.02
2017-18 | Regular Season,"Paré, Félix",F,Y,"Victoriaville, Tigres",2000-03-28,51,0,2,2,4,2,0.01,0,31,1734,0,0.02
2017-18 | Regular Season,"Théorêt, Frédérik",F,Y,"Shawinigan, Cataractes",2000-01-08,49,4,1,5,10,5,0.02,0.01,48,1734,0.08,0.03
2017-18 | Regular Season,"Samson, Mathieu",F,N,"Shawinigan, Cataractes",2000-11-26,36,0,2,3,5,2,0.01,0.01,63,1734,0,0.04
2017-18 | Regular Season,"Ducharme, Justin",F,Y,"Acadie-Bathurst, Titan",2000-02-22,53,11,7,5,23,18,0.03,0.03,105,1734,0.1,0.06
2017-18 | Regular Season,"Bourret, Olivier",F,Y,"Cape Breton, Screaming Eagles",2000-01-18,63,8,7,7,22,15,0.04,0.03,73,1734,0.11,0.04
2017-18 | Regular Season,"Imbeault, Anthony",F,N,"Shawinigan, Cataractes",2000-10-13,26,7,5,0,12,12,0.02,0.03,39,1734,0.18,0.02
2017-18 | Regular Season,"Crête-Belzile, Olivier",D,Y,"Sherbrooke, Phoenix",2000-09-02,67,3,10,3,16,13,0.03,0.03,54,1734,0.06,0.03
2017-18 | Regular Season,"Villeneuve, Gabriel",D,Y,"Chicoutimi, Saguenéens",2000-04-12,42,3,3,1,7,6,0.01,0.02,48,1734,0.06,0.03
2017-18 | Regular Season,"McCormick, Adam",D,Y,"Cape Breton, Screaming Eagles",2000-06-25,67,7,20,10,37,27,0.06,0.06,80,1734,0.09,0.05
2017-18 | Regular Season,"Massie, Noah",D,N,"Charlottetown, Islanders",1999-07-07,44,0,3,3,6,3,0.01,0.01,43,1734,0,0.02
2017-18 | Regular Season,"Campbell, Isiah",F,N,"Cape Breton, Screaming Eagles",2000-12-07,61,9,11,4,24,20,0.04,0.04,90,1734,0.1,0.05
2017-18 | Regular Season,"Havlena, Kyle",D,Y,"Blainville-Boisbriand, Armada",2000-06-15,44,2,3,0,5,5,0.01,0.01,51,1734,0.04,0.03
2017-18 | Regular Season,"Plamondon, Yohan",F,Y,"Saint John, Sea Dogs",2000-02-02,20,1,2,1,4,3,0.01,0.01,26,1734,0.04,0.01
2017-18 | Regular Season,"Bolduc, Samuel",D,N,"Blainville-Boisbriand, Armada",2000-12-09,57,2,3,9,14,5,0.02,0.01,51,1734,0.04,0.03
2017-18 | Regular Season,"Bergeron, Justin",D,Y,"Rouyn-Noranda, Huskies",2000-09-14,67,9,11,10,30,20,0.05,0.04,141,1734,0.06,0.08
2017-18 | Regular Season,"Caron, Thomas",F,Y,"Québec, Remparts",2000-08-29,14,0,1,1,2,1,0,0,3,1734,0,0
2017-18 | Regular Season,"Hudson, Jacob",F,N,"Moncton, Wildcats",2000-12-02,64,8,6,2,16,14,0.03,0.03,52,1734,0.15,0.03
2017-18 | Regular Season,"Roelens, Metis",F,Y,"Gatineau, Olympiques",2000-07-21,59,4,4,7,15,8,0.03,0.02,43,1734,0.09,0.02
2017-18 | Regular Season,"Boudrias, Karl",D,Y,"Rimouski, Océanic",2000-04-01,60,2,6,4,12,8,0.03,0.02,65,1734,0.03,0.04
2017-18 | Regular Season,"MacLellan, Ryan",D,Y,"Cape Breton, Screaming Eagles",2000-02-03,31,0,5,0,5,5,0.01,0.01,15,1734,0,0.01
2017-18 | Regular Season,"Cyr-Trottier, Nathan",F,Y,"Val-d'Or, Foreurs",2000-01-21,64,0,2,2,4,2,0.01,0.01,17,1734,0,0.01
2017-18 | Regular Season,"Hinam, Tyler",F,N,"Rouyn-Noranda, Huskies",1999-05-27,58,12,14,12,38,26,0.06,0.06,122,1734,0.1,0.07
2017-18 | Regular Season,"Dicaire, Derek",F,N,"Baie-Comeau, Drakkar",1999-08-18,24,1,3,3,7,4,0.01,0.01,22,1734,0.05,0.01
2017-18 | Regular Season,"Laframboise, Jérémy",F,Y,"Québec, Remparts",2000-01-04,65,4,4,1,9,8,0.02,0.02,48,1734,0.08,0.03
2017-18 | Regular Season,"Thibeault, Benjamin",D,Y,"Victoriaville, Tigres",2000-03-20,25,0,3,1,4,3,0.01,0.01,17,1734,0,0.01
2017-18 | Regular Season,"Baker, Jarrett",D,N,"Drummondville, Voltigeurs",2000-09-19,60,3,12,4,19,15,0.03,0.03,85,1734,0.04,0.05
2017-18 | Regular Season,"Fortin, Philippe",D,Y,"Val-d'Or, Foreurs",2000-01-13,24,1,1,0,2,2,0,0.01,4,1734,0.25,0
2017-18 | Regular Season,"Couture, Alexandre",F,Y,"Val-d'Or, Foreurs",2000-04-22,67,4,4,11,19,8,0.04,0.02,43,1734,0.09,0.02
2017-18 | Regular Season,"Ianniciello, Samuel",F,Y,"Rouyn-Noranda, Huskies",2000-08-02,45,1,0,1,2,1,0,0,40,1734,0.02,0.02
2017-18 | Regular Season,"Collin, Maxime",F,Y,"Blainville-Boisbriand, Armada",2000-01-25,55,11,1,3,15,12,0.02,0.02,55,1734,0.2,0.03
2017-18 | Regular Season,"McGrath, Kyle",F,N,"Cape Breton, Screaming Eagles",1999-04-16,33,4,2,0,6,6,0.01,0.01,36,1734,0.11,0.02
2017-18 | Regular Season,"Casey, Thomas",F,Y,"Charlottetown, Islanders",2000-04-10,60,8,3,1,12,11,0.02,0.03,52,1734,0.15,0.03
2017-18 | Regular Season,"Ouellet, Edouard",F,Y,"Victoriaville, Tigres",2000-01-14,54,5,4,4,13,9,0.02,0.02,51,1734,0.1,0.03
2017-18 | Regular Season,"Dignard, Carl-Olivier",F,N,"Drummondville, Voltigeurs",2000-10-05,28,2,2,0,4,4,0.01,0.01,22,1734,0.09,0.01
2017-18 | Regular Season,"Plamondon, Alex",F,Y,"Shawinigan, Cataractes",1999-10-14,58,10,3,5,18,13,0.04,0.04,68,1734,0.15,0.04
2017-18 | Regular Season,"Mason, Kevin",F,Y,"Saint John, Sea Dogs",2000-01-12,25,2,2,1,5,4,0.01,0.01,32,1734,0.06,0.02
2017-18 | Regular Season,"Savinsky, Hugo",D,Y,"Baie-Comeau, Drakkar",2000-01-18,44,1,1,5,7,2,0.01,0,25,1734,0.04,0.01
2017-18 | Regular Season,"Demers, Antoine",F,N,"Shawinigan, Cataractes",1999-04-14,67,14,12,7,33,26,0.07,0.07,104,1734,0.13,0.06
2017-18 | Regular Season,"Proulx, Gabriel",F,N,"Cape Breton, Screaming Eagles",1999-03-24,57,5,4,17,26,9,0.04,0.02,91,1734,0.05,0.05
2017-18 | Regular Season,"Ouellet, Zachary",D,Y,"Rouyn-Noranda, Huskies",1999-10-26,31,1,1,0,2,2,0,0,15,1734,0.07,0.01
2017-18 | Regular Season,"Tourigny, Félix-Antoine",F,Y,"Rouyn-Noranda, Huskies",2000-02-02,7,0,0,0,0,0,0,0,1,1734,0,0
2017-18 | Regular Season,"Dubois-Tiberghen, Simon",D,Y,"Shawinigan, Cataractes",2000-03-16,51,3,6,1,10,9,0.02,0.03,30,1734,0.1,0.02
2017-18 | Regular Season,"Drolet, Félix-Antoine",D,Y,"Acadie-Bathurst, Titan",2000-05-20,58,2,3,4,9,5,0.01,0.01,45,1734,0.04,0.03
2017-18 | Regular Season,"Lapointe, Yann-Félix",D,N,"Sherbrooke, Phoenix",1999-06-30,56,5,7,3,15,12,0.02,0.03,81,1734,0.06,0.05
2017-18 | Regular Season,"MacPhee, Ian",F,N,"Rouyn-Noranda, Huskies",1999-03-28,18,0,0,0,0,0,0,0,14,1734,0,0.01
2017-18 | Regular Season,"Giguère, Charles-Antoine",F,N,"Blainville-Boisbriand, Armada",1999-05-03,53,5,2,3,10,7,0.01,0.01,48,1734,0.1,0.03
2017-18 | Regular Season,"Haché, Olivier-Luc",F,N,"Rouyn-Noranda, Huskies",2000-10-04,21,0,1,1,2,1,0,0,6,1734,0,0
2017-18 | Regular Season,"Marleau, Vincent",F,N,"Rouyn-Noranda, Huskies",1999-07-05,67,6,6,6,18,12,0.03,0.03,82,1734,0.07,0.05
2017-18 | Regular Season,"Dadadzhanov, Renat",D,N,"Shawinigan, Cataractes",1999-06-13,55,0,6,3,9,6,0.02,0.02,54,1734,0,0.03
2017-18 | Regular Season,"Malatesta, Domenic",F,N,"Acadie-Bathurst, Titan",1999-07-09,45,2,4,6,12,6,0.02,0.01,41,1734,0.05,0.02
2017-18 | Regular Season,"Fox, Casey",F,N,"Moncton, Wildcats",1998-10-14,27,3,1,0,4,4,0.01,0.01,19,1734,0.16,0.01
2017-18 | Regular Season,"Gaudreau, Adam",D,Y,"Victoriaville, Tigres",1999-12-28,24,0,1,1,2,1,0,0,7,1734,0,0
2017-18 | Regular Season,"Hudgin, Nathan",F,N,"Drummondville, Voltigeurs",1997-11-29,57,18,11,7,36,29,0.05,0.06,134,1734,0.13,0.08
2017-18 | Regular Season,"Chekhovich, Ivan",F,N,"Baie-Comeau, Drakkar",1999-01-04,65,29,19,12,60,48,0.1,0.11,209,1734,0.14,0.12
2017-18 | Regular Season,"Koltygin, Pavel",F,N,"Drummondville, Voltigeurs",1999-02-17,64,17,14,11,42,31,0.06,0.06,111,1734,0.15,0.06
2017-18 | Regular Season,"Alexeyev, Yaroslav",F,N,"Sherbrooke, Phoenix",1999-01-17,63,20,16,17,53,36,0.09,0.08,152,1734,0.13,0.09
2017-18 | Regular Season,"Kurashev, Philipp",F,Y,"Québec, Remparts",1999-10-12,59,19,22,19,60,41,0.1,0.09,189,1734,0.1,0.11
2017-18 | Regular Season,"Kosorenkov, Ivan",F,N,"Victoriaville, Tigres",1998-01-22,63,36,25,21,82,61,0.11,0.12,174,1734,0.21,0.1
2017-18 | Regular Season,"Rubtsov, German",F,N,"Acadie-Bathurst, Titan",1998-06-27,49,15,13,15,43,28,0.08,0.07,104,1734,0.14,0.06
2017-18 | Regular Season,"Vesterinen, Saku",D,N,"Charlottetown, Islanders",1999-02-28,59,7,12,16,35,19,0.06,0.05,116,1734,0.06,0.07
2017-18 | Regular Season,"Mikhnin, Denis",F,N,"Rimouski, Océanic",1999-07-11,64,15,13,11,39,28,0.06,0.06,146,1734,0.1,0.08
2017-18 | Regular Season,"Glotov, Vasily",F,N,"Shawinigan, Cataractes",1997-09-04,64,29,5,9,43,34,0.09,0.1,209,1734,0.14,0.12
2017-18 | Regular Season,"Le Coultre, Simon",D,N,"Moncton, Wildcats",1999-08-09,61,3,11,8,22,14,0.04,0.03,123,1734,0.02,0.07
2017-18 | Regular Season,"Kozlov, Ivan",F,N,"Val-d'Or, Foreurs",1999-03-26,66,17,12,7,36,29,0.08,0.09,133,1734,0.13,0.08
2017-18 | Regular Season,"Drozg, Jan",F,N,"Shawinigan, Cataractes",1999-04-01,61,16,22,12,50,38,0.1,0.11,121,1734,0.13,0.07
2017-18 | Regular Season,"Zachar, Marek",F,N,"Sherbrooke, Phoenix",1998-06-11,57,24,7,17,48,31,0.08,0.07,180,1734,0.13,0.1
2017-18 | Regular Season,"Gawanke, Leon",D,N,"Cape Breton, Screaming Eagles",1999-05-31,62,4,17,11,32,21,0.05,0.05,179,1734,0.02,0.1
2017-18 | Regular Season,"Mizyurin, Maxim",F,N,"Val-d'Or, Foreurs",1998-03-25,36,16,10,7,33,26,0.07,0.08,84,1734,0.19,0.05
2017-18 | Regular Season,"Smith, Tyler",D,N,"Saint John, Sea Dogs",1999-08-26,55,0,3,1,4,3,0.01,0.01,20,1734,0,0.01
2017-18 | Regular Season,"Robert, Félix",F,N,"Sherbrooke, Phoenix",1999-07-24,66,14,16,16,46,30,0.08,0.07,140,1734,0.1,0.08
2017-18 | Regular Season,"Kielb, Darien",D,N,"Gatineau, Olympiques",1999-03-18,64,5,5,7,17,10,0.03,0.02,76,1734,0.07,0.04
2017-18 | Regular Season,"Senken, Connor",D,Y,"Sherbrooke, Phoenix",1999-10-31,51,1,4,1,6,5,0.01,0.01,55,1734,0.02,0.03
2017-18 | Regular Season,"Michel, Bryson",D,Y,"Saint John, Sea Dogs",1999-09-27,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Roy, Charles-Antoine",F,N,"Gatineau, Olympiques",1999-02-18,66,10,7,4,21,17,0.04,0.04,62,1734,0.16,0.04
2017-18 | Regular Season,"Malo, Alec",F,N,"Gatineau, Olympiques",1999-07-30,60,7,1,5,13,8,0.02,0.02,51,1734,0.14,0.03
2017-18 | Regular Season,"Monette, Simon",D,N,"Chicoutimi, Saguenéens",1999-08-12,52,0,2,1,3,2,0.01,0.01,33,1734,0,0.02
2017-18 | Regular Season,"Denis, Louis-Philippe",F,N,"Rimouski, Océanic",1998-12-29,50,2,5,0,7,7,0.01,0.02,59,1734,0.03,0.03
2017-18 | Regular Season,"O'Bonsawin, Ryan",D,N,"Gatineau, Olympiques",1999-03-13,0,0,0,0,0,0,0,0,0,1734,,0
2017-18 | Regular Season,"Arsenault, Jacob",D,N,"Moncton, Wildcats",1999-04-13,60,1,0,3,4,1,0.01,0,25,1734,0.04,0.01
2017-18 | Regular Season,"DaSilva, Ryan",D,N,"Blainville-Boisbriand, Armada",1998-03-26,54,6,8,5,19,14,0.03,0.03,78,1734,0.08,0.04
2017-18 | Regular Season,"Cavalleri, Marco",F,N,"Victoriaville, Tigres",1999-09-05,37,2,3,0,5,5,0.01,0.01,37,1734,0.05,0.02
2017-18 | Regular Season,"Hatto, Samuel",F,Y,"Gatineau, Olympiques",1999-10-23,66,8,1,4,13,9,0.02,0.02,45,1734,0.18,0.03
2017-18 | Regular Season,"Hardie, Daniel",F,N,"Charlottetown, Islanders",1998-06-11,68,25,15,13,53,40,0.1,0.1,196,1734,0.13,0.11
2017-18 | Regular Season,"Drew, Hunter",D,N,"Charlottetown, Islanders",1998-10-21,64,8,11,20,39,19,0.07,0.05,188,1734,0.04,0.11
2017-18 | Regular Season,"Stewart, Chase",D,N,"Rimouski, Océanic",1997-04-19,53,5,12,12,29,17,0.05,0.04,108,1734,0.05,0.06
2017-18 | Regular Season,"MacLeod, Gregor",F,N,"Charlottetown, Islanders",1998-06-07,54,19,16,10,45,35,0.08,0.09,128,1734,0.15,0.07
2017-18 | Regular Season,"Quinney, Landon",F,N,"Saint John, Sea Dogs",1998-04-27,27,2,2,1,5,4,0.01,0.01,29,1734,0.07,0.02
2017-18 | Regular Season,"Dickner, Samuel",F,Y,"Baie-Comeau, Drakkar",1999-12-10,54,4,4,0,8,8,0.01,0.02,69,1734,0.06,0.04
2017-18 | Regular Season,"Lynch, Robert",F,N,"Drummondville, Voltigeurs",1998-06-16,67,28,28,11,67,56,0.09,0.11,198,1734,0.14,0.11
2017-18 | Regular Season,"Blackmore, G",F,N,"Moncton, Wildcats",1999-09-13,56,3,5,4,12,8,0.02,0.02,42,1734,0.07,0.02
2017-18 | Regular Season,"Lazure, Justin",F,N,"Cape Breton, Screaming Eagles",1999-02-05,46,2,1,0,3,3,0,0.01,37,1734,0.05,0.02
2017-18 | Regular Season,"Lafrenière, Alexis",F,N,"Rimouski, Océanic",2001-10-11,60,42,23,15,80,65,0.13,0.15,205,1734,0.2,0.12
2017-18 | Regular Season,"Poulin, Samuel",F,N,"Sherbrooke, Phoenix",2001-02-25,55,16,20,9,45,36,0.07,0.08,169,1734,0.09,0.1
2017-18 | Regular Season,"Pelletier, Jakob",F,N,"Moncton, Wildcats",2001-03-07,60,23,19,19,61,42,0.1,0.09,160,1734,0.14,0.09
2017-18 | Regular Season,"Parent, Xavier",F,N,"Halifax, Mooseheads",2001-03-23,63,13,9,7,29,22,0.04,0.04,118,1734,0.11,0.07
2017-18 | Regular Season,"Guenette, Maxence",D,N,"Val-d'Or, Foreurs",2001-04-28,61,1,7,4,12,8,0.03,0.02,77,1734,0.01,0.04
2017-18 | Regular Season,"Légaré, Nathan",F,N,"Baie-Comeau, Drakkar",2001-01-11,62,10,9,10,29,19,0.05,0.04,95,1734,0.11,0.05
2017-18 | Regular Season,"Merisier-Ortiz, Christopher",D,N,"Baie-Comeau, Drakkar",2001-01-17,62,2,6,7,15,8,0.03,0.02,25,1734,0.08,0.01
2017-18 | Regular Season,"Mercer, Dawson",F,N,"Drummondville, Voltigeurs",2001-10-27,61,11,8,7,26,19,0.04,0.04,98,1734,0.11,0.06
2017-18 | Regular Season,"Simoneau, Xavier",F,N,"Drummondville, Voltigeurs",2001-05-19,61,17,13,15,45,30,0.06,0.06,119,1734,0.14,0.07
